customer_id,age,employment_type,employer_type,monthly_income,employment_tenure_months,residence_type,city_tier,marital_status,dependents,bureau_score,active_loans,closed_loans,unsecured_loans,credit_utilization_ratio,max_dpd_last_12m,inquiries_last_3m,oldest_trade_line_months,credit_cards_active,monthly_salary_credit,salary_credit_consistency_6m,average_monthly_balance_6m,cheque_bounces_6m,cash_deposits_6m,banking_stability_index,emi_obligation_amount,desired_amount,loan_type,dti_ratio,net_disposable_income,g5_score,g6_score,decision_status,eligible_amount,interest_rate
CUST-000209,39,SALARIED,MNC,62522,132,RENTED,TIER_3,DIVORCED,1,850,2,4,1,0.3501,28,5,21,0,63355,0.8986,25145,0,2,0.7184,22861,112888,PERSONAL,0.3656,39661,0.657,0.8049,APPROVED,112888,0.12
CUST-000210,60,SALARIED,PRIVATE,60372,240,OWNED,TIER_3,MARRIED,1,803,1,1,0,0.152,15,1,38,1,61510,0.9377,43598,0,6,0.7934,8610,103190,PERSONAL,0.1426,51762,0.734,0.7368,APPROVED,103190,0.12
CUST-000211,39,SELF_EMPLOYED,N/A,91962,124,RENTED,TIER_2,MARRIED,1,671,1,4,1,0.2586,2,2,44,0,93418,0.906,54777,0,5,0.8014,36301,127273,PERSONAL,0.3947,55661,0.7166,0.6482,REJECTED,0,0.0
CUST-000212,44,PROFESSIONAL,N/A,33213,170,OWNED,TIER_2,MARRIED,2,754,1,3,1,0.1825,0,0,16,2,33556,0.9356,21982,0,3,0.8343,4509,216739,PERSONAL,0.1358,28704,0.7118,0.7571,APPROVED,139494,0.12
CUST-000213,42,SALARIED,MNC,26781,160,COMPANY,TIER_2,MARRIED,2,815,4,4,2,0.4106,0,1,74,0,26549,0.9681,21587,0,1,0.8306,34561,55463,PERSONAL,0.55,-7780,0.7474,0.7477,REJECTED,0,0.0
CUST-000214,40,SALARIED,PRIVATE,45801,142,RENTED,TIER_1,SINGLE,0,652,0,0,0,0.4288,0,2,61,1,45220,0.972,25519,0,3,0.8282,0,286563,PERSONAL,0.0,45801,0.6354,0.6457,REJECTED,0,0.0
CUST-000215,32,SALARIED,MNC,52856,63,RENTED,TIER_2,SINGLE,1,739,1,2,0,0.1491,0,0,22,2,53197,0.7602,66698,0,4,0.7932,5444,135445,PERSONAL,0.103,47412,0.6691,0.7882,APPROVED,135445,0.135
CUST-000216,41,SALARIED,PRIVATE,83257,166,OWNED,TIER_1,MARRIED,2,741,3,6,0,0.1936,0,3,6,3,79624,0.845,55539,0,2,0.7108,29000,109245,PERSONAL,0.3483,54257,0.7216,0.7067,APPROVED,109245,0.135
CUST-000217,28,SALARIED,MNC,103760,46,OWNED,TIER_3,MARRIED,2,664,0,4,0,0.234,0,3,65,2,107659,0.9045,51992,0,2,0.8251,0,233811,PERSONAL,0.0,103760,0.763,0.6405,REJECTED,0,0.0
CUST-000218,33,SALARIED,PRIVATE,94997,79,OWNED,TIER_2,SINGLE,0,755,1,3,1,0.273,0,0,8,1,98087,0.9692,72157,0,3,0.8693,10480,135302,PERSONAL,0.1103,84517,0.7928,0.7506,APPROVED,135302,0.12
CUST-000219,31,SELF_EMPLOYED,N/A,62288,85,COMPANY,TIER_2,DIVORCED,2,796,1,1,1,0.0692,0,4,50,2,61331,0.9494,36116,0,2,0.8809,23213,88872,PERSONAL,0.3727,39075,0.7476,0.7312,APPROVED,88872,0.12
CUST-000220,35,SALARIED,GOVERNMENT,78815,89,RENTED,TIER_1,MARRIED,0,817,0,1,0,0.3335,0,1,38,0,79341,0.9134,49481,0,1,0.8978,0,70085,PERSONAL,0.0,78815,0.7085,0.7729,APPROVED,70085,0.12
CUST-000221,53,SALARIED,PRIVATE,41227,228,OWNED,TIER_1,MARRIED,1,721,3,0,2,0.0796,0,1,67,0,43008,0.9286,15891,0,1,0.8184,17214,212375,PERSONAL,0.4175,24013,0.7299,0.6603,REJECTED,0,0.0
CUST-000222,22,SALARIED,GOVERNMENT,59329,15,OWNED,TIER_1,MARRIED,2,850,0,3,0,0.2079,0,2,67,2,57974,0.8549,23930,2,3,0.6472,0,219313,PERSONAL,0.0,59329,0.6124,0.7859,APPROVED,219313,0.12
CUST-000223,40,SALARIED,PRIVATE,32177,166,COMPANY,TIER_2,SINGLE,2,621,2,1,0,0.2312,0,1,28,0,32957,0.909,29519,0,3,0.8195,14333,122010,PERSONAL,0.4454,17844,0.7032,0.553,REJECTED,0,0.0
CUST-000224,22,SALARIED,PRIVATE,56573,6,RENTED,TIER_1,MARRIED,1,754,0,4,0,0.103,0,1,69,1,54212,0.9126,20717,0,3,0.7196,0,290411,PERSONAL,0.0,56573,0.6697,0.7304,APPROVED,237606,0.12
CUST-000225,31,SALARIED,PRIVATE,57238,71,OWNED,TIER_2,MARRIED,2,657,2,3,0,0.2001,0,5,41,0,57371,0.9722,32702,0,0,0.8683,13485,152711,PERSONAL,0.2356,43753,0.8368,0.5303,REJECTED,0,0.0
CUST-000226,43,SALARIED,PRIVATE,119377,154,OWNED,TIER_3,SINGLE,2,739,1,0,1,0.212,0,0,48,0,123960,0.8965,81597,0,4,0.8401,4457,291382,PERSONAL,0.0373,114920,0.7971,0.7024,APPROVED,291382,0.135
CUST-000227,35,SELF_EMPLOYED,N/A,49614,104,RENTED,TIER_3,MARRIED,2,706,3,3,0,0.4577,45,3,48,3,49870,0.9329,52386,0,3,0.8327,13806,92939,PERSONAL,0.2783,35808,0.7336,0.6033,APPROVED,92939,0.155
CUST-000228,26,SALARIED,MNC,57274,26,RENTED,TIER_2,MARRIED,2,762,3,3,0,0.4332,0,1,101,4,57939,0.9481,28346,0,5,0.8061,11094,87421,PERSONAL,0.1937,46180,0.7412,0.7383,APPROVED,87421,0.12
CUST-000229,29,SALARIED,PRIVATE,61188,54,COMPANY,TIER_1,MARRIED,2,728,2,0,0,0.1039,0,0,45,3,63682,0.9707,49733,0,8,0.8557,17125,116025,PERSONAL,0.2799,44063,0.7544,0.7386,APPROVED,116025,0.135
CUST-000230,40,SALARIED,MNC,44820,148,RENTED,TIER_3,MARRIED,1,689,3,3,0,0.4389,0,0,7,0,45785,0.8966,25626,0,3,0.7807,31913,122836,PERSONAL,0.55,12907,0.6948,0.5621,REJECTED,0,0.0
CUST-000231,29,SALARIED,PRIVATE,38329,42,RENTED,TIER_3,MARRIED,0,693,2,3,1,0.1252,22,2,30,2,39079,0.9548,10000,0,2,0.8216,14288,266714,PERSONAL,0.3728,24041,0.6632,0.7006,REJECTED,0,0.0
CUST-000232,36,SALARIED,PRIVATE,98671,107,RENTED,TIER_1,MARRIED,1,841,1,3,1,0.1677,0,2,65,2,99523,0.8811,60303,0,5,0.7488,3596,173696,PERSONAL,0.0364,95075,0.7418,0.8358,APPROVED,173696,0.12
CUST-000233,35,SELF_EMPLOYED,N/A,35371,82,COMPANY,TIER_2,MARRIED,1,759,0,3,0,0.1563,0,1,41,2,35841,0.9056,20662,0,3,0.7604,0,102618,PERSONAL,0.0,35371,0.6034,0.7117,APPROVED,102618,0.12
CUST-000234,29,SELF_EMPLOYED,N/A,30258,51,OWNED,TIER_1,SINGLE,2,641,2,1,0,0.5965,0,3,48,1,31176,0.9565,21520,3,0,0.4565,19278,150839,PERSONAL,0.55,10980,0.5853,0.4962,REJECTED,0,0.0
CUST-000235,52,SELF_EMPLOYED,N/A,74697,238,OWNED,TIER_3,SINGLE,1,765,0,3,0,0.2853,0,0,37,0,78276,0.941,34658,0,4,0.9177,0,121099,PERSONAL,0.0,74697,0.8948,0.6621,APPROVED,121099,0.12
CUST-000236,40,SALARIED,MNC,92605,146,RENTED,TIER_3,SINGLE,1,724,1,2,1,0.2737,0,2,6,0,95339,0.9777,44840,0,1,0.8212,5444,100359,PERSONAL,0.0588,87161,0.7717,0.6132,APPROVED,100359,0.135
CUST-000237,22,SALARIED,GOVERNMENT,44889,6,OWNED,TIER_1,MARRIED,0,735,0,1,0,0.3133,0,3,29,0,45820,0.9418,43545,0,1,0.8914,0,144137,PERSONAL,0.0,44889,0.7483,0.5957,APPROVED,144137,0.135
CUST-000238,36,SALARIED,PRIVATE,45200,122,OWNED,TIER_3,MARRIED,1,780,0,3,0,0.2116,6,2,46,1,43552,0.8903,23708,0,2,0.7385,0,136347,PERSONAL,0.0,45200,0.6195,0.7374,APPROVED,136347,0.12
CUST-000239,29,SALARIED,PRIVATE,62456,37,OWNED,TIER_2,MARRIED,1,800,4,1,0,0.193,7,1,6,3,64436,0.9215,17431,0,1,0.7813,20099,102288,PERSONAL,0.3218,42357,0.6836,0.6803,APPROVED,102288,0.12
CUST-000240,41,SELF_EMPLOYED,N/A,39996,134,COMPANY,TIER_3,MARRIED,2,687,2,0,1,0.1093,0,1,19,2,40939,0.9244,29198,0,3,0.8414,12346,101743,PERSONAL,0.3087,27650,0.7474,0.6088,REJECTED,0,0.0
CUST-000241,28,SALARIED,GOVERNMENT,38689,54,RENTED,TIER_2,MARRIED,0,733,0,2,0,0.4764,0,3,39,0,39735,0.9808,32777,1,5,0.8102,0,225412,PERSONAL,0.0,38689,0.6413,0.6683,APPROVED,162493,0.135
CUST-000242,34,SALARIED,PRIVATE,81707,71,OWNED,TIER_3,SINGLE,2,704,3,1,0,0.5728,0,1,40,1,79509,0.9641,68980,1,4,0.7013,25497,185368,PERSONAL,0.3121,56210,0.6811,0.6535,APPROVED,185368,0.155
CUST-000243,39,SALARIED,MNC,72279,138,RENTED,TIER_1,MARRIED,3,767,0,1,0,0.2327,16,2,57,2,75195,0.9018,33905,0,3,0.7739,0,240439,PERSONAL,0.0,72279,0.7476,0.6723,APPROVED,240439,0.12
CUST-000244,41,SALARIED,MNC,99221,137,OWNED,TIER_1,MARRIED,0,722,1,2,0,0.3626,0,5,41,0,95225,0.9369,59538,0,3,0.7715,8739,130159,PERSONAL,0.0881,90482,0.7872,0.6707,APPROVED,130159,0.135
CUST-000245,25,SALARIED,GOVERNMENT,31301,42,RENTED,TIER_1,MARRIED,1,736,2,3,1,0.6616,58,1,56,2,30529,0.9399,23227,0,4,0.813,14587,87074,PERSONAL,0.466,16714,0.6874,0.6054,REJECTED,0,0.0
CUST-000246,32,SALARIED,PRIVATE,43869,83,RENTED,TIER_3,SINGLE,0,720,2,1,0,0.1806,0,2,31,1,44584,0.92,38704,0,3,0.7691,22822,112582,PERSONAL,0.5202,21047,0.6957,0.6506,REJECTED,0,0.0
CUST-000247,31,SALARIED,GOVERNMENT,62418,69,RENTED,TIER_3,MARRIED,2,729,1,2,0,0.1994,0,2,53,3,63502,0.9096,45780,0,3,0.7377,5603,250708,PERSONAL,0.0898,56815,0.7058,0.6851,APPROVED,250708,0.135
CUST-000248,29,SELF_EMPLOYED,N/A,36263,70,OWNED,TIER_3,SINGLE,2,828,4,4,2,0.4924,12,0,83,1,35586,0.9056,29672,0,2,0.8255,38141,67385,PERSONAL,0.55,-1878,0.6525,0.7243,REJECTED,0,0.0
CUST-000249,49,SELF_EMPLOYED,N/A,73412,203,RENTED,TIER_3,MARRIED,1,850,1,2,0,0.0852,0,1,54,0,74891,0.8935,32864,0,3,0.824,9577,308891,PERSONAL,0.1305,63835,0.7408,0.8338,APPROVED,308330,0.12
CUST-000250,38,SALARIED,PRIVATE,95432,117,OWNED,TIER_1,SINGLE,1,755,2,3,0,0.3009,0,1,42,2,94362,0.879,22909,0,4,0.7188,35859,86103,PERSONAL,0.3758,59573,0.7417,0.6969,APPROVED,86103,0.12
CUST-000251,24,SALARIED,PRIVATE,42301,6,RENTED,TIER_1,SINGLE,3,729,3,5,1,0.4659,0,0,25,1,40186,0.9,38685,2,2,0.582,33387,221511,PERSONAL,0.55,8914,0.6199,0.6854,REJECTED,0,0.0
CUST-000252,42,SALARIED,PRIVATE,55963,149,RENTED,TIER_1,MARRIED,0,647,0,4,0,0.1312,0,2,50,3,54074,0.9266,22999,0,8,0.7935,0,90053,PERSONAL,0.0,55963,0.6361,0.6486,REJECTED,0,0.0
CUST-000253,51,SALARIED,PRIVATE,105885,232,OWNED,TIER_1,MARRIED,0,693,2,0,1,0.2647,0,0,42,2,109936,0.9269,59320,0,2,0.8914,18219,111391,PERSONAL,0.1721,87666,0.8659,0.6032,REJECTED,0,0.0
CUST-000254,43,SALARIED,MNC,123594,173,RENTED,TIER_1,MARRIED,3,728,1,3,1,0.501,0,2,61,1,120166,0.9123,102443,0,1,0.6735,4312,53618,PERSONAL,0.0349,119282,0.7047,0.6217,APPROVED,53618,0.135
CUST-000255,22,SALARIED,GOVERNMENT,76933,11,RENTED,TIER_2,MARRIED,2,695,1,3,0,0.1896,0,1,6,4,73955,0.9564,46655,0,8,0.8395,28925,378999,PERSONAL,0.376,48008,0.7561,0.6729,REJECTED,0,0.0
CUST-000256,31,SALARIED,GOVERNMENT,71835,50,OWNED,TIER_1,SINGLE,3,701,1,4,0,0.1368,45,0,43,0,73143,0.9595,57089,0,2,0.8615,8274,199946,PERSONAL,0.1152,63561,0.7679,0.6484,APPROVED,199946,0.155
CUST-000257,45,SALARIED,PRIVATE,37455,181,RENTED,TIER_1,SINGLE,2,821,1,2,0,0.2796,68,3,58,0,37232,0.8768,59994,0,3,0.8075,5871,205919,PERSONAL,0.1567,31584,0.6787,0.8028,APPROVED,157311,0.12
CUST-000258,29,SALARIED,PRIVATE,64649,42,RENTED,TIER_1,SINGLE,3,736,2,1,0,0.3888,0,0,51,0,66566,0.8541,48363,0,1,0.7762,14994,117237,PERSONAL,0.2319,49655,0.7268,0.6948,APPROVED,117237,0.135
CUST-000259,38,SALARIED,PRIVATE,70661,125,RENTED,TIER_1,SINGLE,1,741,2,0,1,0.3411,0,1,40,3,73215,0.8574,31677,0,3,0.7963,12732,94184,PERSONAL,0.1802,57929,0.6999,0.7124,APPROVED,94184,0.135
CUST-000260,41,PROFESSIONAL,N/A,50032,180,COMPANY,TIER_3,MARRIED,2,697,1,3,1,0.3362,0,6,39,2,51763,0.9185,16826,0,6,0.7909,8764,221163,PERSONAL,0.1752,41268,0.7913,0.6246,REJECTED,0,0.0
CUST-000261,27,SELF_EMPLOYED,N/A,42084,43,OWNED,TIER_3,MARRIED,3,799,2,2,1,0.6838,0,1,21,1,41297,0.8993,33099,0,3,0.8941,14768,82193,PERSONAL,0.3509,27316,0.722,0.6414,APPROVED,82193,0.12
CUST-000262,34,SALARIED,MNC,30899,106,OWNED,TIER_3,SINGLE,2,723,3,3,1,0.1758,0,2,57,3,30916,0.9337,19153,1,2,0.7162,9124,137974,PERSONAL,0.2953,21775,0.6934,0.6688,APPROVED,129775,0.135
CUST-000263,22,SELF_EMPLOYED,N/A,25162,23,OWNED,TIER_2,MARRIED,0,706,2,4,0,0.2357,50,0,58,0,25539,0.9676,10000,0,2,0.8532,17694,80259,PERSONAL,0.55,7468,0.6551,0.6263,REJECTED,0,0.0
CUST-000264,26,SALARIED,PRIVATE,25000,45,RENTED,TIER_1,SINGLE,1,648,2,1,1,0.4161,3,1,14,2,24554,0.8165,24039,0,2,0.8155,13598,159590,PERSONAL,0.5439,11402,0.7143,0.583,REJECTED,0,0.0
CUST-000265,32,SELF_EMPLOYED,N/A,71384,74,RENTED,TIER_3,MARRIED,0,731,3,2,1,0.2506,0,2,66,2,68108,0.9598,57220,0,4,0.8627,18225,57522,PERSONAL,0.2553,53159,0.7263,0.7346,APPROVED,57522,0.135
CUST-000266,25,SELF_EMPLOYED,N/A,58779,8,OWNED,TIER_1,MARRIED,0,704,1,1,1,0.4235,0,3,32,0,58753,0.9626,35104,0,3,0.7798,3847,71546,PERSONAL,0.0654,54932,0.6558,0.6783,APPROVED,71546,0.155
CUST-000267,48,SALARIED,MNC,44239,207,RENTED,TIER_1,DIVORCED,1,827,1,3,1,0.6796,0,0,38,2,42083,0.9513,63656,0,1,0.8674,4983,97585,PERSONAL,0.1126,39256,0.683,0.7566,APPROVED,97585,0.12
CUST-000268,23,SALARIED,PRIVATE,47378,6,RENTED,TIER_1,MARRIED,2,836,2,3,2,0.2063,0,1,92,1,49513,0.9792,42802,0,5,0.8356,10027,203977,PERSONAL,0.2116,37351,0.6841,0.7653,APPROVED,198987,0.12
CUST-000269,31,SALARIED,PRIVATE,60463,53,RENTED,TIER_1,DIVORCED,2,667,0,2,0,0.2932,0,1,86,0,62256,0.8405,24408,0,2,0.7365,0,115005,PERSONAL,0.0,60463,0.7028,0.6486,REJECTED,0,0.0
CUST-000270,36,SALARIED,GOVERNMENT,51074,114,RENTED,TIER_1,DIVORCED,1,673,2,1,1,0.368,0,1,13,2,49500,0.8748,48984,0,3,0.8567,13785,245288,PERSONAL,0.2699,37289,0.8447,0.6054,REJECTED,0,0.0
CUST-000271,46,SALARIED,PRIVATE,30086,195,COMPANY,TIER_1,SINGLE,2,719,0,4,0,0.1994,0,1,17,0,29446,0.9446,19989,0,3,0.7158,0,317660,PERSONAL,0.0,30086,0.7658,0.6343,APPROVED,126361,0.155
CUST-000272,23,SALARIED,MNC,82945,29,RENTED,TIER_2,SINGLE,0,690,1,2,0,0.1551,0,2,22,3,86949,0.899,106131,0,5,0.901,4249,128549,PERSONAL,0.0512,78696,0.7687,0.6745,REJECTED,0,0.0
CUST-000273,44,SALARIED,MNC,63066,171,OWNED,TIER_1,SINGLE,0,746,0,0,0,0.3734,23,3,86,2,62268,0.9679,55177,0,4,0.7232,0,71622,PERSONAL,0.0,63066,0.735,0.6638,APPROVED,71622,0.135
CUST-000274,35,SELF_EMPLOYED,N/A,61990,107,RENTED,TIER_1,SINGLE,0,717,1,3,1,0.3394,0,1,33,1,63748,0.8844,45144,0,6,0.794,8299,243100,PERSONAL,0.1339,53691,0.67,0.5659,APPROVED,243100,0.155
CUST-000275,27,PROFESSIONAL,N/A,80176,32,COMPANY,TIER_3,MARRIED,1,750,1,5,0,0.2835,0,0,12,1,79749,0.945,57074,0,4,0.8662,31871,69397,PERSONAL,0.3975,48305,0.6821,0.6516,APPROVED,69397,0.12
CUST-000276,38,SALARIED,PRIVATE,38137,138,RENTED,TIER_1,MARRIED,0,790,2,4,2,0.3012,0,4,77,1,39525,0.9137,14224,0,1,0.7333,14974,95488,PERSONAL,0.3926,23163,0.6729,0.7322,APPROVED,95488,0.12
CUST-000277,36,SALARIED,PRIVATE,94965,110,RENTED,TIER_1,SINGLE,1,676,1,5,1,0.131,26,0,62,2,96899,0.9251,46426,0,4,0.8232,6330,64078,PERSONAL,0.0667,88635,0.7899,0.6232,REJECTED,0,0.0
CUST-000278,30,SALARIED,PRIVATE,51640,49,OWNED,TIER_3,MARRIED,1,789,2,4,1,0.5236,0,1,102,3,49176,0.9584,33676,0,2,0.8359,20469,242795,PERSONAL,0.3964,31171,0.7543,0.6577,APPROVED,216888,0.12
CUST-000279,35,SALARIED,MNC,82039,103,OWNED,TIER_1,MARRIED,3,694,1,1,0,0.211,0,1,62,0,80352,0.9634,28436,0,2,0.8227,31377,199672,PERSONAL,0.3825,50662,0.7963,0.6664,REJECTED,0,0.0
CUST-000280,31,PROFESSIONAL,N/A,76541,76,RENTED,TIER_1,MARRIED,0,850,2,2,0,0.2489,22,3,47,0,76984,0.977,55361,0,5,0.8118,14248,336897,PERSONAL,0.1861,62293,0.7298,0.8335,APPROVED,321472,0.12
CUST-000281,35,SALARIED,PRIVATE,34462,107,RENTED,TIER_2,SINGLE,2,824,1,1,0,0.7427,0,1,54,1,35930,0.8365,15359,0,2,0.75,12539,120302,PERSONAL,0.3639,21923,0.6762,0.6508,APPROVED,120302,0.12
CUST-000282,40,SALARIED,GOVERNMENT,68967,156,RENTED,TIER_1,SINGLE,2,728,1,2,1,0.1141,0,3,37,1,66222,0.9035,35358,0,2,0.7182,6900,99349,PERSONAL,0.1,62067,0.7345,0.7959,APPROVED,99349,0.135
CUST-000283,47,SALARIED,GOVERNMENT,63698,182,RENTED,TIER_2,MARRIED,2,682,1,4,1,0.2029,0,0,79,1,64342,0.9536,50785,0,1,0.8208,10138,115379,PERSONAL,0.1592,53560,0.7792,0.575,REJECTED,0,0.0
CUST-000284,25,SALARIED,GOVERNMENT,55755,13,RENTED,TIER_3,DIVORCED,3,671,2,1,0,0.1259,4,1,80,0,54652,0.9464,26782,0,4,0.8538,17910,77034,PERSONAL,0.3212,37845,0.6977,0.604,REJECTED,0,0.0
CUST-000285,52,SALARIED,PRIVATE,52713,240,OWNED,TIER_1,SINGLE,0,783,2,4,1,0.3317,0,6,10,0,54765,0.9074,38161,0,2,0.7856,13389,306421,PERSONAL,0.254,39324,0.7151,0.7371,APPROVED,221394,0.12
CUST-000286,22,SELF_EMPLOYED,N/A,52914,6,RENTED,TIER_2,SINGLE,0,733,0,4,0,0.2903,8,3,70,2,54317,0.9788,33643,0,4,0.8051,0,500000,PERSONAL,0.0,52914,0.7397,0.6518,APPROVED,222238,0.135
CUST-000287,33,SALARIED,GOVERNMENT,79284,90,RENTED,TIER_2,SINGLE,3,785,1,2,1,0.1035,0,5,22,1,78250,0.9319,31148,0,0,0.8787,11704,104452,PERSONAL,0.1476,67580,0.7755,0.8168,APPROVED,104452,0.12
CUST-000288,39,SALARIED,MNC,71335,106,OWNED,TIER_1,SINGLE,1,850,0,3,0,0.3992,0,2,105,0,68960,0.9614,60893,0,3,0.8229,0,201740,PERSONAL,0.0,71335,0.7161,0.7831,APPROVED,201740,0.12
CUST-000289,37,SALARIED,PRIVATE,55759,152,COMPANY,TIER_2,MARRIED,2,692,4,4,1,0.328,0,3,84,0,53035,0.9342,48584,0,6,0.8414,40000,138780,PERSONAL,0.55,15759,0.7298,0.5796,REJECTED,0,0.0
CUST-000290,30,PROFESSIONAL,N/A,28105,60,OWNED,TIER_1,SINGLE,2,667,1,2,1,0.2261,0,3,20,2,28445,0.956,25027,0,3,0.8581,4608,187074,PERSONAL,0.164,23497,0.7251,0.6272,REJECTED,0,0.0
CUST-000291,33,SELF_EMPLOYED,N/A,68705,102,RENTED,TIER_2,MARRIED,2,745,2,1,0,0.3848,0,1,53,2,68060,0.8936,88417,0,1,0.8242,14698,254801,PERSONAL,0.2139,54007,0.708,0.5538,APPROVED,254801,0.135
CUST-000292,31,SALARIED,PRIVATE,76169,67,RENTED,TIER_1,SINGLE,3,797,1,3,0,0.2787,0,3,71,2,74758,0.9522,38771,0,4,0.8452,11177,84697,PERSONAL,0.1467,64992,0.7064,0.7677,APPROVED,84697,0.12
CUST-000293,30,SALARIED,MNC,154859,68,COMPANY,TIER_2,DIVORCED,4,683,0,5,0,0.3293,0,1,33,3,162377,0.9706,42599,0,0,0.8544,40000,118077,PERSONAL,0.2583,114859,0.9298,0.6574,REJECTED,0,0.0
CUST-000294,41,SALARIED,PRIVATE,89235,169,RENTED,TIER_1,MARRIED,2,736,0,2,0,0.5987,0,0,15,1,88932,0.9276,41167,0,2,0.8465,34030,273749,PERSONAL,0.3814,55205,0.7772,0.5349,APPROVED,273749,0.135
CUST-000295,37,SALARIED,MNC,25000,133,RENTED,TIER_3,MARRIED,1,810,4,6,1,0.4322,13,1,50,1,25624,0.8418,22017,0,4,0.8473,15494,193456,PERSONAL,0.55,9506,0.7341,0.7223,REJECTED,0,0.0
CUST-000296,29,PROFESSIONAL,N/A,56975,53,OWNED,TIER_1,SINGLE,3,645,0,3,0,0.4764,0,0,44,3,55137,0.9091,33090,0,1,0.6976,21763,176672,PERSONAL,0.382,35212,0.6891,0.4735,REJECTED,0,0.0
CUST-000297,42,SALARIED,PRIVATE,124269,158,OWNED,TIER_2,MARRIED,0,747,1,2,1,0.6818,71,2,26,1,118222,0.9048,42508,0,3,0.7299,7006,193538,PERSONAL,0.0564,117263,0.8109,0.6281,APPROVED,193538,0.135
CUST-000298,37,SALARIED,PRIVATE,72815,132,OWNED,TIER_2,SINGLE,0,705,2,0,1,0.2859,0,1,77,2,72214,0.8967,22280,0,5,0.7586,7327,203279,PERSONAL,0.1006,65488,0.7233,0.7277,APPROVED,203279,0.155
CUST-000299,41,SALARIED,MNC,63766,179,RENTED,TIER_2,MARRIED,3,741,0,2,0,0.3618,21,1,17,1,64822,0.8985,67527,0,2,0.7827,0,267606,PERSONAL,0.0,63766,0.7417,0.6777,APPROVED,267606,0.135
CUST-000300,40,SALARIED,PRIVATE,82470,146,RENTED,TIER_2,MARRIED,1,774,0,1,0,0.4244,8,2,45,1,82524,0.8979,63120,0,1,0.7716,31277,218660,PERSONAL,0.3793,51193,0.6914,0.6889,APPROVED,218660,0.12
CUST-000301,28,SALARIED,PRIVATE,41565,71,COMPANY,TIER_2,DIVORCED,0,747,3,2,2,0.2803,0,1,52,1,43187,0.8919,20445,0,5,0.8366,9600,146243,PERSONAL,0.231,31965,0.6411,0.5748,APPROVED,146243,0.135
CUST-000302,30,SELF_EMPLOYED,N/A,68201,61,RENTED,TIER_3,SINGLE,0,679,1,2,0,0.3307,71,2,55,1,67750,0.9565,86889,0,1,0.856,4222,178958,PERSONAL,0.0619,63979,0.7299,0.5566,REJECTED,0,0.0
CUST-000303,40,SALARIED,PRIVATE,49137,155,OWNED,TIER_3,SINGLE,3,707,0,1,0,0.1234,0,1,75,2,48208,0.9343,85059,0,2,0.86,0,145027,PERSONAL,0.0,49137,0.6716,0.6593,APPROVED,145027,0.155
CUST-000304,39,SALARIED,PRIVATE,54516,149,OWNED,TIER_1,MARRIED,1,813,2,6,1,0.1857,13,3,42,1,56784,0.9345,49481,0,2,0.8145,23600,103292,PERSONAL,0.4329,30916,0.6341,0.7827,REJECTED,0,0.0
CUST-000305,34,SALARIED,PRIVATE,79849,91,OWNED,TIER_2,SINGLE,2,753,2,0,0,0.613,9,1,6,1,79104,0.8844,64809,0,2,0.7859,8006,146177,PERSONAL,0.1003,71843,0.7498,0.6586,APPROVED,146177,0.12
CUST-000306,35,SALARIED,PRIVATE,36245,95,RENTED,TIER_3,SINGLE,0,781,3,4,1,0.107,0,0,38,2,35410,0.8714,26863,0,2,0.7864,21472,141702,PERSONAL,0.55,14773,0.6173,0.7842,REJECTED,0,0.0
CUST-000307,45,SALARIED,MNC,98192,197,RENTED,TIER_3,SINGLE,2,748,0,5,0,0.4065,0,4,65,0,94241,0.8581,82961,2,1,0.669,0,64173,PERSONAL,0.0,98192,0.7558,0.6338,APPROVED,64173,0.135
CUST-000308,30,SALARIED,PRIVATE,45470,57,OWNED,TIER_3,SINGLE,2,779,0,6,0,0.3775,0,1,44,1,46803,0.9215,59714,0,2,0.7539,0,220986,PERSONAL,0.0,45470,0.7449,0.7121,APPROVED,190974,0.12
CUST-000309,39,SELF_EMPLOYED,N/A,61845,125,COMPANY,TIER_1,SINGLE,1,713,0,0,0,0.5431,0,0,44,2,63855,0.8823,25146,0,3,0.8487,0,240535,PERSONAL,0.0,61845,0.6814,0.5889,APPROVED,240535,0.155
CUST-000310,33,SALARIED,GOVERNMENT,29285,79,COMPANY,TIER_1,MARRIED,1,692,2,4,1,0.7205,0,4,60,0,27918,0.9221,15342,0,3,0.9175,10317,196869,PERSONAL,0.3523,18968,0.7376,0.5201,REJECTED,0,0.0
CUST-000311,33,SALARIED,PRIVATE,76040,81,RENTED,TIER_2,MARRIED,0,777,1,3,1,0.3275,0,0,63,0,74965,0.8489,44760,0,0,0.8474,4767,233454,PERSONAL,0.0627,71273,0.8293,0.6808,APPROVED,233454,0.12
CUST-000312,43,SALARIED,MNC,105452,178,RENTED,TIER_2,SINGLE,4,797,1,1,1,0.1098,0,2,6,2,108086,0.944,79611,2,5,0.5715,7972,137370,PERSONAL,0.0756,97480,0.6731,0.7933,APPROVED,137370,0.12
CUST-000313,41,SALARIED,PRIVATE,43629,158,COMPANY,TIER_2,MARRIED,2,684,1,5,1,0.1972,3,2,47,1,45576,0.9894,48963,0,7,0.8286,10858,116000,PERSONAL,0.2489,32771,0.7357,0.5242,REJECTED,0,0.0
